task_code,status_code,wbs_id,task_name,target_drtn_hr_cnt,remain_drtn_hr_cnt,act_drtn_hr_cnt,primary_base_start_date,target_start_date,start_date,primary_base_end_date,target_end_date,end_date,remain_float_hr_cnt,free_float_hr_cnt,task_type,pred_list,succ_list,succ_details,resource_list,cstr_type,cstr_type2,clndr_id,delete_record_flag
Activity ID,Activity Status,WBS Code,Activity Name,Original Duration(d),Remaining Duration(d),(*)Actual Duration(d),(*)BL1 Start,(*)Planned Start,(*)Start,(*)BL1 Finish,(*)Planned Finish,(*)Finish,(*)Remaining Float(d),(*)Free Float(d),(*)Activity Type,(*)Predecessors,(*)Successors,(*)Successor Details,(*)Resources,Primary Constraint,Secondary Constraint,Calendar Name,Delete This Row
P1A-C1-STRCT-40,Not Started,TWNU07.8.1.1.8.3,3RD FLOOR SLAB - (MODIFIED FROM SECTOR C1 TO A),5,5,0,5/5/2025 08:00,5/5/2025 08:00,5/5/2025 08:00,5/9/2025 16:00,5/9/2025 16:00,5/9/2025 16:00,-27,0,Task Dependent,"P1A-C1-STRCT-30, FAB/DEL-50","P1A-C1-STRCT-50, P1A-02-RI-10","P1A-C1-STRCT-50: FS , P1A-02-RI-10: FS",,,,5D w/Hol 1222-1226,
P1A-C1-STRCT-50,Not Started,TWNU07.8.1.1.8.3,3RD FLOOR VERTICAL - (MODIFIED FROM SECTOR C1 TO A),4,4,0,5/12/2025 08:00,5/12/2025 08:00,5/12/2025 08:00,5/15/2025 16:00,5/15/2025 16:00,5/15/2025 16:00,-27,0,Task Dependent,"P1A-C1-STRCT-40, FAB/DEL-110, FAB/DEL-80",P1A-C1-STRCT-60,P1A-C1-STRCT-60: FS,,,,5D w/Hol 1222-1226,
P1A-C1-STRCT-60,Not Started,TWNU07.8.1.1.8.3,4TH FLOOR ROOF SLAB - (MODIFIED FROM SECTOR C1 TO A),5,5,0,5/16/2025 08:00,5/16/2025 08:00,5/16/2025 08:00,5/22/2025 16:00,5/22/2025 16:00,5/22/2025 16:00,-27,0,Task Dependent,P1A-C1-STRCT-50,"P1A-C1-STRCT-70, P1A-03-RI-10, P1A-B-STRCT-60, P1A-EXT-01-10, P1A-EXT-01-20, P1A-EAST-C1-10, P1A-EXT-01-50","P1A-C1-STRCT-70: FS, P1A-03-RI-10: FS, P1A-B-STRCT-60: FS, P1A-EXT-01-10: FS, P1A-EXT-01-20: FS, P1A-EAST-C1-10: FS, P1A-EXT-01-50: FS",,,,5D w/Hol 1222-1226,
P1A-C1-STRCT-70,Not Started,TWNU07.8.1.1.8.3,4TH FLOOR ROOF SLAB 4TH FLOOR ROOF TOP CMU - (MODIFIED FROM SECTOR C1 TO A),5,5,0,5/23/2025 08:00,5/23/2025 08:00,5/23/2025 08:00,5/30/2025 16:00,5/30/2025 16:00,5/30/2025 16:00,-8,0,Task Dependent,P1A-C1-STRCT-60,"P1A/B-ROOF-30, P1A-C1-STRCT-80","P1A/B-ROOF-30: FS, P1A-C1-STRCT-80: FS",,,,5D w/Hol 1222-1226,
P1A-C1-STRCT-80,Not Started,TWNU07.8.1.1.8.3,MEASURE FOR METAL STAIRS - (MODIFIED FROM SECTOR C1 TO A),2,2,0,6/2/2025 08:00,6/2/2025 08:00,6/2/2025 08:00,6/3/2025 16:00,6/3/2025 16:00,6/3/2025 16:00,94,0,Task Dependent,P1A-C1-STRCT-70,FAB/DEL-590,FAB/DEL-590: FS,,,,5D w/Hol 1222-1226,
P1A-B-FNDS-10,In Progress,TWNU07.8.1.1.8.4,FOUNDATION,15,10,5,4/10/2025 08:00,4/10/2025 08:00,4/10/2025 08:00,4/30/2025 16:00,4/30/2025 16:00,4/30/2025 16:00,-50,0,Task Dependent,"FAB/DEL-20, P1A-C1-FNDS-10, P1A-B-FNDS-20, P1A-B-FNDS-30","P1A-A-FNDS-10, P1A-01-RI-10, P1A-B-FNDS-40","P1A-A-FNDS-10: FF 6, P1A-01-RI-10: FS, P1A-B-FNDS-40: FF",,,,5D w/Hol 1222-1226,
P1A-B-FNDS-30,Completed,TWNU07.8.1.1.8.4,PLUMBING UNDERGROUND,15,0,15,3/28/2025 08:00,3/28/2025 08:00,3/28/2025 08:00,4/17/2025 16:00,4/17/2025 16:00,4/17/2025 16:00,,,Task Dependent,P1A-C1-FNDS-30,"P1A-B-FNDS-40, P1A-B-FNDS-10, P1A-A-FNDS-30","P1A-B-FNDS-40: FS, P1A-B-FNDS-10: FF, P1A-A-FNDS-30: FF",,,,5D w/Hol 1222-1226,
P1A-B-FNDS-20,Completed,TWNU07.8.1.1.8.4,ELECTRICAL UNDERGROUND,10,0,18,3/17/2025 08:00,3/17/2025 08:00,3/17/2025 08:00,3/28/2025 16:00,3/28/2025 16:00,4/9/2025 16:00,,,Task Dependent,P1A-C1-FNDS-20,"P1A-B-FNDS-40, P1A-B-FNDS-10, P1A-A-FNDS-20","P1A-B-FNDS-40: FS , P1A-B-FNDS-10: FS, P1A-A-FNDS-20: FS",,,,5D w/Hol 1222-1226,
P1A-B-FNDS-40,In Progress,TWNU07.8.1.1.8.4,SLAB ON GRADE,10,10,0,4/17/2025 08:00,4/17/2025 08:00,4/17/2025 08:00,4/30/2025 16:00,4/30/2025 16:00,4/30/2025 16:00,-50,0,Task Dependent,"P1A-B-FNDS-20, P1A-B-FNDS-30, P1A-C1-FNDS-40, P1A-B-FNDS-10","P1A-B-STRCT-10, P1A-A-FNDS-40","P1A-B-STRCT-10: FS , P1A-A-FNDS-40: FS",,,,5D w/Hol 1222-1226,
P1A-B-STRCT-10,Not Started,TWNU07.8.1.1.8.4,1ST FLOOR VERTICAL,7,7,0,5/1/2025 08:00,5/1/2025 08:00,5/1/2025 08:00,5/9/2025 16:00,5/9/2025 16:00,5/9/2025 16:00,-50,0,Task Dependent,"P1A-B-FNDS-40, FAB/DEL-90, FAB/DEL-60, FAB/DEL-30",P1A-B-STRCT-20,P1A-B-STRCT-20: FS,,,,5D w/Hol 1222-1226,
P1A-B-STRCT-20,Not Started,TWNU07.8.1.1.8.4,2ND FLOOR  SLAB,10,10,0,5/12/2025 08:00,5/12/2025 08:00,5/12/2025 08:00,5/23/2025 16:00,5/23/2025 16:00,5/23/2025 16:00,-50,0,Task Dependent,"P1A-B-STRCT-10, FAB/DEL-40","P1A-B-STRCT-30, P1A-01-RI-30, P1A-01-RI-10, P1A-01-RI-10, P1A-A-STRCT-20","P1A-B-STRCT-30: FS , P1A-01-RI-30: FS , P1A-01-RI-10: FS, P1A-01-RI-10: FF, P1A-A-STRCT-20: FS",,,,5D w/Hol 1222-1226,
P1A-B-STRCT-30,Not Started,TWNU07.8.1.1.8.4,2ND FLOOR VERTICAL,6,6,0,5/27/2025 08:00,5/27/2025 08:00,5/27/2025 08:00,6/3/2025 16:00,6/3/2025 16:00,6/3/2025 16:00,-50,0,Task Dependent,"P1A-B-STRCT-20, FAB/DEL-100, FAB/DEL-70",P1A-B-STRCT-40,P1A-B-STRCT-40: FS,,,,5D w/Hol 1222-1226,
P1A-B-STRCT-40,Not Started,TWNU07.8.1.1.8.4,3RD FLOOR SLAB,10,10,0,6/4/2025 08:00,6/4/2025 08:00,6/4/2025 08:00,6/17/2025 16:00,6/17/2025 16:00,6/17/2025 16:00,-50,0,Task Dependent,"P1A-B-STRCT-30, FAB/DEL-50","P1A-B-STRCT-50, P1A-02-RI-10, P1B-02-RI-10","P1A-B-STRCT-50: FS , P1A-02-RI-10: FS, P1B-02-RI-10: FS",,,,5D w/Hol 1222-1226,
P1A-B-STRCT-50,Not Started,TWNU07.8.1.1.8.4,3RD FLOOR VERTICAL,6,6,0,6/18/2025 08:00,6/18/2025 08:00,6/18/2025 08:00,6/25/2025 16:00,6/25/2025 16:00,6/25/2025 16:00,-50,0,Task Dependent,"P1A-B-STRCT-40, FAB/DEL-110, FAB/DEL-80",P1A-B-STRCT-60,P1A-B-STRCT-60: FS,,,,5D w/Hol 1222-1226,
P1A-B-STRCT-60,Not Started,TWNU07.8.1.1.8.4,4TH FLOOR ROOF SLAB,11,11,0,6/26/2025 08:00,6/26/2025 08:00,6/26/2025 08:00,7/11/2025 16:00,7/11/2025 16:00,7/11/2025 16:00,-50,0,Task Dependent,"P1A-B-STRCT-50, P1A-C1-STRCT-60","P1A-B-STRCT-70, P1A-03-RI-10, P1B-03-RI-10, P1A-A-STRCT-60, P1A-EXT-01-10, P1A-EXT-01-20, P1A-EAST-C1-10, P1A-EXT-01-50","P1A-B-STRCT-70: FS, P1A-03-RI-10: FS, P1B-03-RI-10: FS, P1A-A-STRCT-60: FS, P1A-EXT-01-10: FS, P1A-EXT-01-20: FS, P1A-EAST-C1-10: FS, P1A-EXT-01-50: FS",,,,5D w/Hol 1222-1226,
P1A-B-STRCT-70,Not Started,TWNU07.8.1.1.8.4,4TH FLOOR ROOF SLAB 4TH FLOOR ROOF TOP CMU,5,5,0,7/14/2025 08:00,7/14/2025 08:00,7/14/2025 08:00,7/18/2025 16:00,7/18/2025 16:00,7/18/2025 16:00,-42,0,Task Dependent,P1A-B-STRCT-60,"P1A/B-ROOF-30, P1A-B-STRCT-80","P1A/B-ROOF-30: FS, P1A-B-STRCT-80: FS",,,,5D w/Hol 1222-1226,
P1A-B-STRCT-80,Not Started,TWNU07.8.1.1.8.4,MEASURE FOR METAL STAIRS,2,2,0,7/21/2025 08:00,7/21/2025 08:00,7/21/2025 08:00,7/22/2025 16:00,7/22/2025 16:00,7/22/2025 16:00,60,0,Task Dependent,P1A-B-STRCT-70,FAB/DEL-660,FAB/DEL-660: FS,,,,5D w/Hol 1222-1226,
P1A-A-FNDS-10,Not Started,TWNU07.8.1.1.8.5,FOUNDATION  - (MODIFIED FROM SECTOR A TO C1),10,10,0,4/25/2025 08:00,4/25/2025 08:00,4/25/2025 08:00,5/8/2025 16:00,5/8/2025 16:00,5/8/2025 16:00,-50,0,Task Dependent,"P1A-B-FNDS-10, FAB/DEL-20, SITEUTLS-90, P1A-A-FNDS-20, P1A-A-FNDS-30","P1B-C2-FNDS-10, P1A-01-RI-10, P1A-A-FNDS-40","P1B-C2-FNDS-10: FS, P1A-01-RI-10: FS, P1A-A-FNDS-40: FF",,,,5D w/Hol 1222-1226,
P1A-A-FNDS-30,In Progress,TWNU07.8.1.1.8.5,PLUMBING UNDERGROUND  - (MODIFIED FROM SECTOR A TO C1),10,6,6,4/9/2025 08:00,4/9/2025 08:00,4/9/2025 08:00,4/22/2025 16:00,4/22/2025 16:00,4/24/2025 16:00,-50,0,Task Dependent,P1A-B-FNDS-30,"P1A-A-FNDS-40, P1A-A-FNDS-10, P1B-C2-FNDS-30","P1A-A-FNDS-40: FS, P1A-A-FNDS-10: FS, P1B-C2-FNDS-30: FS",,,,5D w/Hol 1222-1226,
P1A-A-FNDS-20,In Progress,TWNU07.8.1.1.8.5,ELECTRICAL UNDERGROUND  - (MODIFIED FROM SECTOR A TO C1),8,6,5,4/10/2025 08:00,4/10/2025 08:00,4/10/2025 08:00,4/21/2025 16:00,4/21/2025 16:00,4/24/2025 16:00,-50,0,Task Dependent,P1A-B-FNDS-20,"P1A-A-FNDS-40, P1A-A-FNDS-10, P1B-C2-FNDS-20","P1A-A-FNDS-40: FS , P1A-A-FNDS-10: FS, P1B-C2-FNDS-20: FS",,,,5D w/Hol 1222-1226,
P1A-A-FNDS-40,Not Started,TWNU07.8.1.1.8.5,SLAB ON GRADE  - (MODIFIED FROM SECTOR A TO C1),8,8,0,5/1/2025 08:00,5/1/2025 08:00,5/1/2025 08:00,5/12/2025 16:00,5/12/2025 16:00,5/12/2025 16:00,-40,0,Task Dependent,"P1A-A-FNDS-20, P1A-A-FNDS-30, P1A-B-FNDS-40, P1A-A-FNDS-10",P1A-A-STRCT-10,P1A-A-STRCT-10: FS,,,,5D w/Hol 1222-1226,
P1A-A-STRCT-10,Not Started,TWNU07.8.1.1.8.5,1ST FLOOR VERTICAL  - (MODIFIED FROM SECTOR A TO C1),6,6,0,5/13/2025 08:00,5/13/2025 08:00,5/13/2025 08:00,5/20/2025 16:00,5/20/2025 16:00,5/20/2025 16:00,-40,3,Task Dependent,"P1A-A-FNDS-40, FAB/DEL-90, FAB/DEL-60, FAB/DEL-30",P1A-A-STRCT-20,P1A-A-STRCT-20: FS,,,,5D w/Hol 1222-1226,
P1A-A-STRCT-20,Not Started,TWNU07.8.1.1.8.5,2ND FLOOR  SLAB  - (MODIFIED FROM SECTOR A TO C1),8,8,0,5/27/2025 08:00,5/27/2025 08:00,5/27/2025 08:00,6/5/2025 16:00,6/5/2025 16:00,6/5/2025 16:00,-43,0,Task Dependent,"P1A-A-STRCT-10, FAB/DEL-40, P1A-B-STRCT-20",P1A-A-STRCT-30,P1A-A-STRCT-30: FS,,,,5D w/Hol 1222-1226,
P1A-A-STRCT-30,Not Started,TWNU07.8.1.1.8.5,2ND FLOOR VERTICAL  - (MODIFIED FROM SECTOR A TO C1),5,5,0,6/6/2025 08:00,6/6/2025 08:00,6/6/2025 08:00,6/12/2025 16:00,6/12/2025 16:00,6/12/2025 16:00,-43,0,Task Dependent,"P1A-A-STRCT-20, FAB/DEL-100, FAB/DEL-70",P1A-A-STRCT-40,P1A-A-STRCT-40: FS,,,,5D w/Hol 1222-1226,
P1A-A-STRCT-40,Not Started,TWNU07.8.1.1.8.5,3RD FLOOR SLAB  - (MODIFIED FROM SECTOR A TO C1),8,8,0,6/13/2025 08:00,6/13/2025 08:00,6/13/2025 08:00,6/24/2025 16:00,6/24/2025 16:00,6/24/2025 16:00,-43,0,Task Dependent,"P1A-A-STRCT-30, FAB/DEL-50",P1A-A-STRCT-50,P1A-A-STRCT-50: FS,,,,5D w/Hol 1222-1226,
P1A-A-STRCT-50,Not Started,TWNU07.8.1.1.8.5,3RD FLOOR VERTICAL  - (MODIFIED FROM SECTOR A TO C1),5,5,0,6/25/2025 08:00,6/25/2025 08:00,6/25/2025 08:00,7/1/2025 16:00,7/1/2025 16:00,7/1/2025 16:00,-43,7,Task Dependent,"P1A-A-STRCT-40, FAB/DEL-110, FAB/DEL-80",P1A-A-STRCT-60,P1A-A-STRCT-60: FS,,,,5D w/Hol 1222-1226,
P1A-A-STRCT-60,Not Started,TWNU07.8.1.1.8.5,4TH FLOOR ROOF SLAB  - (MODIFIED FROM SECTOR A TO C1),8,8,0,7/14/2025 08:00,7/14/2025 08:00,7/14/2025 08:00,7/23/2025 16:00,7/23/2025 16:00,7/23/2025 16:00,-50,0,Task Dependent,"P1A-A-STRCT-50, P1A-B-STRCT-60","P1A-A-STRCT-70, P1A-EXT-01-10, P1A-EXT-01-20, P1A-EAST-C1-10, P1A-EXT-01-50","P1A-A-STRCT-70: FS, P1A-EXT-01-10: FS, P1A-EXT-01-20: FS, P1A-EAST-C1-10: FS, P1A-EXT-01-50: FS",,,,5D w/Hol 1222-1226,
P1A-A-STRCT-70,Not Started,TWNU07.8.1.1.8.5,4TH FLOOR ROOF SLAB 4TH FLOOR ROOF TOP CMU  - (MODIFIED FROM SECTOR A TO C1),5,5,0,7/24/2025 08:00,7/24/2025 08:00,7/24/2025 08:00,7/30/2025 16:00,7/30/2025 16:00,7/30/2025 16:00,-50,0,Task Dependent,P1A-A-STRCT-60,"P1A/B-ROOF-30, P1A-A-STRCT-80","P1A/B-ROOF-30: FS, P1A-A-STRCT-80: FS",,,,5D w/Hol 1222-1226,
P1A-A-STRCT-80,Not Started,TWNU07.8.1.1.8.5,MEASURE FOR METAL STAIRS  - (MODIFIED FROM SECTOR A TO C1),2,2,0,7/31/2025 08:00,7/31/2025 08:00,7/31/2025 08:00,8/1/2025 16:00,8/1/2025 16:00,8/1/2025 16:00,52,0,Task Dependent,P1A-A-STRCT-70,FAB/DEL-670,FAB/DEL-670: FS,,,,5D w/Hol 1222-1226,
P2-D1-FNDS-10,Not Started,TWNU07.8.1.2.8.7,FOUNDATION,11,11,0,6/20/2025 08:00,6/20/2025 08:00,6/20/2025 08:00,7/7/2025 16:00,7/7/2025 16:00,7/7/2025 16:00,-42,0,Task Dependent,"P1B-C2-FNDS-10, FAB/DEL-20, P1A-POOL-FNDS-50, P1A-POOL-FNDS-10, P2-D1-FNDS-20, P2-D1-FNDS-30","P2-D2-FNDS-10, P2-01-RI-10, P2-D1-FNDS-40","P2-D2-FNDS-10: FS, P2-01-RI-10: FS, P2-D1-FNDS-40: FF",,,,5D w/Hol 1222-1226,
P2-D1-FNDS-20,Not Started,TWNU07.8.1.2.8.7,PLUMBING UNDERGROUND,5,5,0,6/13/2025 08:00,6/13/2025 08:00,6/13/2025 08:00,6/19/2025 16:00,6/19/2025 16:00,6/19/2025 16:00,-42,0,Task Dependent,P1A-POOL-FNDS-30,"P2-D1-FNDS-40, P2-D2-FNDS-20, P2-D1-FNDS-10","P2-D1-FNDS-40: FS, P2-D2-FNDS-20: FS, P2-D1-FNDS-10: FS",,,,5D w/Hol 1222-1226,
P2-D1-FNDS-30,Not Started,TWNU07.8.1.2.8.7,ELECTRICAL UNDERGROUND,5,5,0,6/13/2025 08:00,6/13/2025 08:00,6/13/2025 08:00,6/19/2025 16:00,6/19/2025 16:00,6/19/2025 16:00,-42,0,Task Dependent,P1A-POOL-FNDS-40,"P2-D1-FNDS-40, P2-D2-FNDS-30, P2-D1-FNDS-10","P2-D1-FNDS-40: FS , P2-D2-FNDS-30: FS, P2-D1-FNDS-10: FS",,,,5D w/Hol 1222-1226,
P2-D1-FNDS-40,Not Started,TWNU07.8.1.2.8.7,SLAB ON GRADE,5,5,0,6/30/2025 08:00,6/30/2025 08:00,6/30/2025 08:00,7/7/2025 16:00,7/7/2025 16:00,7/7/2025 16:00,-37,0,Task Dependent,"P2-D1-FNDS-30, P2-D1-FNDS-20, P1B-C2-FNDS-40, P2-D1-FNDS-10","P2-D1-STRCT-10, P2-D2-FNDS-40","P2-D1-STRCT-10: FS , P2-D2-FNDS-40: FS",,,,5D w/Hol 1222-1226,
P2-D1-STRCT-10,Not Started,TWNU07.8.1.2.8.7,1ST FLOOR VERTICAL,5,5,0,7/8/2025 08:00,7/8/2025 08:00,7/8/2025 08:00,7/14/2025 16:00,7/14/2025 16:00,7/14/2025 16:00,-37,0,Task Dependent,"P2-D1-FNDS-40, FAB/DEL-90, FAB/DEL-60, FAB/DEL-30","P2-D1-STRCT-20, P2-D2-STRCT-10","P2-D1-STRCT-20: FS , P2-D2-STRCT-10: FS",,,,5D w/Hol 1222-1226,
P2-D1-STRCT-20,Not Started,TWNU07.8.1.2.8.7,2ND FLOOR  SLAB,5,5,0,7/15/2025 08:00,7/15/2025 08:00,7/15/2025 08:00,7/21/2025 16:00,7/21/2025 16:00,7/21/2025 16:00,-37,0,Task Dependent,"P2-D1-STRCT-10, FAB/DEL-40, P1B-C2-STRCT-20","P2-D1-STRCT-30, P2-01-RI-10, P2-D2-STRCT-20","P2-D1-STRCT-30: FS , P2-01-RI-10: FS, P2-D2-STRCT-20: FS",,,,5D w/Hol 1222-1226,
P2-D1-STRCT-30,Not Started,TWNU07.8.1.2.8.7,2ND FLOOR VERTICAL,5,5,0,7/22/2025 08:00,7/22/2025 08:00,7/22/2025 08:00,7/28/2025 16:00,7/28/2025 16:00,7/28/2025 16:00,-37,0,Task Dependent,"P2-D1-STRCT-20, FAB/DEL-100, FAB/DEL-70","P2-D1-STRCT-40, P2-D2-STRCT-30","P2-D1-STRCT-40: FS , P2-D2-STRCT-30: FS",,,,5D w/Hol 1222-1226,
P2-D1-STRCT-40,Not Started,TWNU07.8.1.2.8.7,3RD FLOOR SLAB,5,5,0,7/29/2025 08:00,7/29/2025 08:00,7/29/2025 08:00,8/4/2025 16:00,8/4/2025 16:00,8/4/2025 16:00,-37,0,Task Dependent,"P2-D1-STRCT-30, FAB/DEL-50, P1B-C2-STRCT-40","P2-D1-STRCT-50, P2-02-RI-10, P2-D2-STRCT-40","P2-D1-STRCT-50: FS , P2-02-RI-10: FS, P2-D2-STRCT-40: FS",,,,5D w/Hol 1222-1226,
P2-D1-STRCT-50,Not Started,TWNU07.8.1.2.8.7,3RD FLOOR VERTICAL,5,5,0,8/5/2025 08:00,8/5/2025 08:00,8/5/2025 08:00,8/11/2025 16:00,8/11/2025 16:00,8/11/2025 16:00,-37,0,Task Dependent,"P2-D1-STRCT-40, FAB/DEL-110, FAB/DEL-80","P2-D1-STRCT-60, P2-D2-STRCT-50","P2-D1-STRCT-60: FS , P2-D2-STRCT-50: FS",,,,5D w/Hol 1222-1226,
P2-D1-STRCT-60,Not Started,TWNU07.8.1.2.8.7,4TH FLOOR ROOF SLAB,5,5,0,8/12/2025 08:00,8/12/2025 08:00,8/12/2025 08:00,8/18/2025 16:00,8/18/2025 16:00,8/18/2025 16:00,-37,0,Task Dependent,"P2-D1-STRCT-50, P1B-C2-STRCT-70","P2-D1-STRCT-70, P2-03-RI-10, P2-D2-STRCT-60","P2-D1-STRCT-70: FS, P2-03-RI-10: FS, P2-D2-STRCT-60: FS",,,,5D w/Hol 1222-1226,
P2-D1-STRCT-70,Not Started,TWNU07.8.1.2.8.7,4TH FLOOR ROOF SLAB 4TH FLOOR ROOF TOP CMU,5,5,0,8/19/2025 08:00,8/19/2025 08:00,8/19/2025 08:00,8/25/2025 16:00,8/25/2025 16:00,8/25/2025 16:00,-22,5,Task Dependent,P2-D1-STRCT-60,"P2-ROOF-30, P2-D2-STRCT-70, P2-D2-STRCT-70","P2-ROOF-30: FS, P2-D2-STRCT-70: FS, P2-D2-STRCT-70: FF",,,,5D w/Hol 1222-1226,
P2-D2-FNDS-10,Not Started,TWNU07.8.1.2.8.8,FOUNDATION,10,10,0,7/8/2025 08:00,7/8/2025 08:00,7/8/2025 08:00,7/21/2025 16:00,7/21/2025 16:00,7/21/2025 16:00,-42,0,Task Dependent,"P2-D1-FNDS-10, FAB/DEL-20, P2-D2-FNDS-20, P2-D2-FNDS-30","P2-01-RI-10, P2-D2-FNDS-40","P2-01-RI-10: FS, P2-D2-FNDS-40: FF",,,,5D w/Hol 1222-1226,
P2-D2-FNDS-20,Not Started,TWNU07.8.1.2.8.8,PLUMBING UNDERGROUND,5,5,0,6/20/2025 08:00,6/20/2025 08:00,6/20/2025 08:00,6/26/2025 16:00,6/26/2025 16:00,6/26/2025 16:00,-36,6,Task Dependent,P2-D1-FNDS-20,"P2-D2-FNDS-40, P2-D2-FNDS-10","P2-D2-FNDS-40: FS, P2-D2-FNDS-10: FS",,,,5D w/Hol 1222-1226,
P2-D2-FNDS-30,Not Started,TWNU07.8.1.2.8.8,ELECTRICAL UNDERGROUND,5,5,0,6/20/2025 08:00,6/20/2025 08:00,6/20/2025 08:00,6/26/2025 16:00,6/26/2025 16:00,6/26/2025 16:00,-36,6,Task Dependent,P2-D1-FNDS-30,"P2-D2-FNDS-40, P2-D2-FNDS-10","P2-D2-FNDS-40: FS , P2-D2-FNDS-10: FS",,,,5D w/Hol 1222-1226,
P2-D2-FNDS-40,Not Started,TWNU07.8.1.2.8.8,SLAB ON GRADE,5,5,0,7/15/2025 08:00,7/15/2025 08:00,7/15/2025 08:00,7/21/2025 16:00,7/21/2025 16:00,7/21/2025 16:00,-42,0,Task Dependent,"P2-D2-FNDS-30, P2-D2-FNDS-20, P2-D1-FNDS-40, P2-D2-FNDS-10",P2-D2-STRCT-10,P2-D2-STRCT-10: FS,,,,5D w/Hol 1222-1226,
P2-D2-STRCT-10,Not Started,TWNU07.8.1.2.8.8,1ST FLOOR VERTICAL,5,5,0,7/22/2025 08:00,7/22/2025 08:00,7/22/2025 08:00,7/28/2025 16:00,7/28/2025 16:00,7/28/2025 16:00,-42,0,Task Dependent,"P2-D2-FNDS-40, FAB/DEL-90, FAB/DEL-60, P2-D1-STRCT-10, FAB/DEL-30",P2-D2-STRCT-20,P2-D2-STRCT-20: FS,,,,5D w/Hol 1222-1226,
P2-D2-STRCT-20,Not Started,TWNU07.8.1.2.8.8,2ND FLOOR  SLAB,5,5,0,7/29/2025 08:00,7/29/2025 08:00,7/29/2025 08:00,8/4/2025 16:00,8/4/2025 16:00,8/4/2025 16:00,-42,0,Task Dependent,"P2-D2-STRCT-10, FAB/DEL-40, P2-D1-STRCT-20","P2-D2-STRCT-30, P2-01-RI-10, P2-01-RI-10","P2-D2-STRCT-30: FS , P2-01-RI-10: FS, P2-01-RI-10: FF",,,,5D w/Hol 1222-1226,
P2-D2-STRCT-30,Not Started,TWNU07.8.1.2.8.8,2ND FLOOR VERTICAL,5,5,0,8/5/2025 08:00,8/5/2025 08:00,8/5/2025 08:00,8/11/2025 16:00,8/11/2025 16:00,8/11/2025 16:00,-42,0,Task Dependent,"P2-D2-STRCT-20, FAB/DEL-100, FAB/DEL-70, P2-D1-STRCT-30",P2-D2-STRCT-40,P2-D2-STRCT-40: FS,,,,5D w/Hol 1222-1226,
P2-D2-STRCT-40,Not Started,TWNU07.8.1.2.8.8,3RD FLOOR SLAB,5,5,0,8/12/2025 08:00,8/12/2025 08:00,8/12/2025 08:00,8/18/2025 16:00,8/18/2025 16:00,8/18/2025 16:00,-42,0,Task Dependent,"P2-D2-STRCT-30, FAB/DEL-50, P2-D1-STRCT-40","P2-D2-STRCT-50, P2-02-RI-10","P2-D2-STRCT-50: FS , P2-02-RI-10: FS",,,,5D w/Hol 1222-1226,
P2-D2-STRCT-50,Not Started,TWNU07.8.1.2.8.8,3RD FLOOR VERTICAL,5,5,0,8/19/2025 08:00,8/19/2025 08:00,8/19/2025 08:00,8/25/2025 16:00,8/25/2025 16:00,8/25/2025 16:00,-42,0,Task Dependent,"P2-D2-STRCT-40, FAB/DEL-110, FAB/DEL-80, P2-D1-STRCT-50",P2-D2-STRCT-60,P2-D2-STRCT-60: FS,,,,5D w/Hol 1222-1226,
P2-D2-STRCT-60,Not Started,TWNU07.8.1.2.8.8,4TH FLOOR ROOF SLAB,5,5,0,8/26/2025 08:00,8/26/2025 08:00,8/26/2025 08:00,9/2/2025 16:00,9/2/2025 16:00,9/2/2025 16:00,-42,0,Task Dependent,"P2-D2-STRCT-50, P2-D1-STRCT-60","P2-ROOF-10, P2-D2-STRCT-70, P2-03-RI-10, P2-EXT-01-50, P2-EXT-01-10, P2-EXT-01-20","P2-ROOF-10: FS, P2-D2-STRCT-70: FS, P2-03-RI-10: FS, P2-EXT-01-50: FS, P2-EXT-01-10: FS, P2-EXT-01-20: FS",,,,5D w/Hol 1222-1226,
P2-D2-STRCT-70,Not Started,TWNU07.8.1.2.8.8,4TH FLOOR ROOF SLAB 4TH FLOOR ROOF TOP CMU,5,5,0,9/3/2025 08:00,9/3/2025 08:00,9/3/2025 08:00,9/9/2025 16:00,9/9/2025 16:00,9/9/2025 16:00,-27,0,Task Dependent,"P2-D2-STRCT-60, P2-D1-STRCT-70, P2-D1-STRCT-70","P2-ROOF-30, P2-D2-STRCT-80","P2-ROOF-30: FS, P2-D2-STRCT-80: FS",,,,5D w/Hol 1222-1226,
P2-D2-STRCT-80,Not Started,TWNU07.8.1.2.8.8,MEASURE FOR METAL STAIRS,2,2,0,9/10/2025 08:00,9/10/2025 08:00,9/10/2025 08:00,9/11/2025 16:00,9/11/2025 16:00,9/11/2025 16:00,98,0,Task Dependent,P2-D2-STRCT-70,FAB/DEL-690,FAB/DEL-690: FS,,,,5D w/Hol 1222-1226,
P1B-C2-FNDS-10,Not Started,TWNU07.8.1.3.8.6,FOUNDATION,10,10,0,5/9/2025 08:00,5/9/2025 08:00,5/9/2025 08:00,5/22/2025 16:00,5/22/2025 16:00,5/22/2025 16:00,-50,0,Task Dependent,"P1A-A-FNDS-10, FAB/DEL-20, P1B-C2-FNDS-20, P1B-C2-FNDS-30","P2-D1-FNDS-10, P1A-POOL-FNDS-10, P1B-C2-FNDS-40","P2-D1-FNDS-10: FS, P1A-POOL-FNDS-10: FS, P1B-C2-FNDS-40: FF",,,,5D w/Hol 1222-1226,
