csi_code,csi_code_description
02 54 23,SoilWashingthroughSeparation/Solubilization
02 54 26,OrganicDecontamination
02 55 00,RemediationSoilStabilization
02 56 00,SiteContainment
02 56 13,WasteContainment
02 56 13,GeomembraneWasteContainment
02 56 19,GasContainment
02 56 19,Fluid-AppliedGasBarrier
02 57 00,SinkholeRemediation
02 57 13,SinkholeRemediationbyGrouting
02 57 13,SinkholeRemediationbyCompactionGrouting
02 57 13,SinkholeRemediationbyCapGrouting
02 57 16,SinkholeRemediationbyBackfilling
02 58 00,SnowControl
02 58 13,SnowFencing
02 58 16,SnowAvalancheControl
02 60 00,ContaminatedSiteMaterialRemoval
02 61 00,RemovalandDisposalofContaminatedSoils
02 61 13,ExcavationandHandlingofContaminatedMaterial
02 61 23,RemovalandDisposalofPolychlorinateBiphenylContaminatedSoils
02 61 26,RemovalandDisposalofAsbestosContaminatedSoils
02 61 29,RemovalandDisposalofOrganicallyContaminatedSoils
02 62 00,HazardousWasteRecoveryProcesses
02 62 13,AirandSteamStripping
02 62 16,SoilVaporExtraction
02 62 19,SoilWashingandFlushing
02 65 00,UndergroundStorageTankRemoval
02 70 00,WaterRemediation
02 71 00,GroundwaterTreatment
02 72 00,WaterDecontamination
02 72 13,ChemicalWaterDecontamination
02 72 16,BiologicalWaterDecontamination
02 72 19,ElectrolysisWaterDecontamination
02 80 00,FacilityRemediation
02 81 00,TransportationandDisposalofHazardousMaterials
02 82 00,AsbestosRemediation
02 82 13,AsbestosAbatement
02 82 13,GlovebagAsbestosAbatement
02 82 13,PrecautionsforAsbestosAbatement
02 82 13,AsbestosFloorTileandMasticAbatement
02 82 13,AsbestosAbatementforUtilities
02 82 16,EngineeringControlofAsbestosContainingMaterials
02 82 33,RemovalandDisposalofAsbestosContainingMaterials
02 83 00,LeadRemediation
02 83 13,LeadHazardControlActivities
02 83 19,Lead-BasedPaintRemediation
02 83 19,Lead-BasedPaintAbatement
02 83 33,RemovalandDisposalofMaterialContainingLead
02 83 33,Lead-BasedPaintRemovalandDisposal
02 84 00,PolychlorinateBiphenylRemediation
02 84 16,HandlingofLightingBallastsandLampsContainingPCBsandMercury
02 84 33,RemovalandDisposalofPolychlorinateBiphenyls
02 86 00,HazardousWasteDrumHandling
02 87 00,BiohazardRemediation
02 87 13,MoldRemediation
02 87 13,PrecautionsforMoldRemediation
02 87 13,MoldRemediationPreparationandContainment
02 87 13,MoldRemediationClearanceAirSampling
02 87 13,RemovalandDisposalofMaterialswithMold
02 87 16,ExcrementRemoval
02 87 16,BirdExcrementRemoval
02 87 16,RodentExcrementRemoval
03 00 00,Concrete
03 65 86,MaintenanceofConcrete
04 02 38,MaintenanceofConcreteFormingandAccessories
04 38 91,MaintenanceofConcreteReinforcing
04 49 86,MaintenanceofStressingTendons
04 75 43,MaintenanceofCast-in-PlaceConcrete
03 01 31,CleaningofCast-in-PlaceConcrete
03 01 31,ResurfacingofCast-in-PlaceConcrete
03 01 31,RehabilitationofCast-in-PlaceConcrete
03 01 31,StrengtheningofCast-in-PlaceConcrete
05 11 96,MaintenanceofPrecastConcrete
03 01 41,CleaningofPrecastConcrete
03 01 41,ResurfacingofPrecastConcrete
03 01 41,RehabilitationofPrecastConcrete
03 01 41,StrengtheningofPrecastConcrete
05 48 48,MaintenanceofCastDecksandUnderlayment
03 01 51,CleaningCastDecksandUnderlayment
03 01 51,ResurfacingofCastDecksandUnderlayment
03 01 51,RehabilitationofCastDecksandUnderlayment
03 01 51,StrengtheningofCastDecksandUnderlayment
05 85 01,MaintenanceofGrouting
06 21 53,MaintenanceofMassConcrete
06 58 06,MaintenanceofConcreteCuttingandBoring
03 65 88,ConservationTreatmentforPeriodConcrete
04 75 45,ConservationTreatmentforPeriodCast-in-PlaceConcrete
04 79 10,ConservationTreatmentforPeriodStructuralConcrete
04 86 41,ConservationTreatmentforPeriodArchitecturalConcrete
03 65 90,CommonWorkResultsforConcrete
03 84 16,SelectiveDemolitionforConcrete
03 65 91,SchedulesforConcrete
04 02 43,SchedulesforConcreteFormingandAccessories
04 38 96,SchedulesforConcreteReinforcing
03 06 20,ConcreteBeamReinforcingSchedule
03 06 20,ConcreteSlabReinforcingSchedule
04 75 48,SchedulesforCast-in-PlaceConcrete
03 06 30,ConcreteFootingSchedule
03 06 30,ConcreteColumnSchedule
03 06 30,ConcreteSlabSchedule
03 06 30,ConcreteShaftSchedule
03 06 30,ConcreteBeamSchedule
05 12 01,SchedulesforPrecastConcrete
03 06 40,PrecastConcretePanelSchedule
05 48 53,SchedulesforCastDecksandUnderlayment
05 85 06,SchedulesforGrouting
06 21 58,SchedulesforMassConcrete
06 58 11,SchedulesforConcreteCuttingandBoring
03 65 93,CommissioningofConcrete
03 65 95,ConcreteFormingandAccessories
03 65 96,ConcreteForming
04 13 44,StructuralCast-in-PlaceConcreteForming
03 11 13,ConcreteSlipForming
03 11 13,ConcreteShoring
03 11 13,Falsework
04 24 40,ArchitecturalCast-inPlaceConcreteForming
03 11 16,ConcreteFormLiners
04 35 35,InsulatingConcreteForming
04 49 96,PermanentStairForming
04 60 92,PermanentTierForming
03 66 00,ConcreteAccessories
04 13 48,Waterstops
03 15 13,Non-ExpandingWaterstops
03 15 13,ExpandingWaterstops
03 15 13,CombinationExpandingandInjectionHoseWaterstops
03 15 13,InjectionHoseWaterstops
04 24 44,ConcreteConstructionJoints
04 35 39,Cast-InConcreteAnchors
04 42 70,TermiteBarrier
03 66 05,ConcreteReinforcing
03 66 06,ReinforcementBars
04 06 23,PlainSteelReinforcementBars
04 13 54,GalvanizedReinforcementSteelBars
04 24 50,Epoxy-CoatedReinforcementSteelBars
04 35 45,StainlessSteelReinforcementBars
04 42 76,CompositeReinforcementBars
03 21 21,GlassFiber-ReinforcedPolymerReinforcementBars
03 21 21,OrganicFiber-ReinforcedPolymerReinforcementBars
03 21 21,CarbonFiber-ReinforcedPolymerReinforcementBars
03 66 07,FabricandGridReinforcing
04 13 55,GalvanizedWeldedWireFabricReinforcing
04 24 51,Epoxy-CoatedWeldedWireFabricReinforcing
04 35 46,CompositeGridReinforcing
03 66 08,StressedTendonReinforcing
03 66 09,FibrousReinforcing
03 66 10,CompositeReinforcing
04 13 58,GlassFiber-ReinforcedPolymerReinforcing
04 24 54,OrganicFiber-ReinforcedPolymerReinforcing
04 35 49,CarbonFiber-ReinforcedPolymerReinforcing
03 66 15,Cast-in-PlaceConcrete
05 59 73,MiscellaneousCast-in-PlaceConcrete
03 66 16,StructuralConcrete
04 13 64,HeavyweightStructuralConcrete
04 24 60,LightweightStructuralConcrete
04 35 55,Shrinkage-CompensatingStructuralConcrete
04 50 16,High-PerformanceStructuralConcrete
04 53 82,UltraHigh-PerformanceStructuralConcrete
04 61 12,Self-CompactingConcrete
03 33 00,ArchitecturalConcrete
03 33 13,HeavyweightArchitecturalConcrete
03 33 16,LightweightArchitecturalConcrete
03 34 00,LowDensityConcrete
03 35 00,ConcreteFinishing
03 35 13,High-ToleranceConcreteFloorFinishing
03 35 16,Heavy-DutyConcreteFloorFinishing
03 35 19,ColoredConcreteFinishing
03 35 23,ExposedAggregateConcreteFinishing
03 35 26,GroovedConcreteSurfaceFinishing
03 35 29,TooledConcreteFinishing
03 35 33,StampedConcreteFinishing
03 35 43,PolishedConcreteFinishing
03 35 43,PolishedandDyedConcreteFinishing
03 35 43,PolishedandStainedConcreteFinishing
03 35 46,ConcreteTopicalTreatments
03 37 00,SpecialtyPlacedConcrete
03 37 13,Shotcrete
03 37 16,PumpedConcrete
03 37 19,PneumaticallyPlacedConcrete
03 37 23,Roller-CompactedConcrete
03 37 26,UnderwaterPlacedConcrete
03 38 00,Post-TensionedConcrete
03 38 13,Post-TensionedConcretePreparation
03 38 16,UnbondedPost-TensionedConcrete
03 38 19,BondedPost-TensionedConcrete
03 39 00,ConcreteCuring
03 39 13,WaterConcreteCuring
03 39 16,SandConcreteCuring
03 39 23,MembraneConcreteCuring
03 39 23,ChemicalCompoundMembraneConcreteCuring
03 39 23,SheetMembraneConcreteCuring
03 40 00,PrecastConcrete
03 41 00,PrecastStructuralConcrete
03 41 13,PrecastConcreteHollowCorePlanks
03 41 16,PrecastConcreteSlabs
03 41 23,PrecastConcreteStairs
03 41 33,PrecastStructuralPretensionedConcrete
03 41 36,PrecastStructuralPost-TensionedConcrete
03 45 00,PrecastArchitecturalConcrete
03 45 13,FacedArchitecturalPrecastConcrete
03 45 33,PrecastArchitecturalPretensionedConcrete
03 45 36,PrecastArchitecturalPost-TensionedConcrete
03 47 00,Site-CastConcrete
03 47 13,Tilt-UpConcrete
03 47 16,Lift-SlabConcrete
03 48 00,PrecastConcreteSpecialties
03 48 13,PrecastConcreteBollards
03 48 13,PrecastConcreteSecurityBollards
03 48 16,PrecastConcreteSplashBlocks
03 48 19,PrecastConcreteStairTreads
03 48 26,PrecastConcreteParkingBumpers
03 48 33,PrecastPre-FramedConcretePanels
03 48 43,PrecastConcreteTrim
03 49 00,Glass-Fiber-ReinforcedConcrete
03 49 13,Glass-Fiber-ReinforcedConcreteColumnCovers
03 49 16,Glass-Fiber-ReinforcedConcreteSpandrels
03 49 43,Glass-Fiber-ReinforcedConcreteTrim
03 50 00,CastDecksandUnderlayment
03 51 00,CastRoofDecks
03 51 13,CementitiousWoodFiberDecks
03 51 16,GypsumConcreteRoofDecks
03 52 00,LightweightConcreteRoofInsulation
03 52 13,CompositeConcreteRoofInsulation
03 52 16,LightweightInsulatingConcrete
03 52 16,LightweightCellularInsulatingConcrete
03 52 16,LightweightAggregateInsulatingConcrete
03 53 00,ConcreteTopping
03 53 13,Emery-AggregateConcreteTopping
03 53 16,Iron-AggregateConcreteTopping
03 53 19,ConcreteOverlayment
03 54 00,CastUnderlayment
03 54 13,GypsumCementUnderlayment
03 54 16,HydraulicCementUnderlayment
03 60 00,Grouting
03 61 00,CementitiousGrouting
03 61 13,Dry-PackGrouting
03 62 00,Non-ShrinkGrouting
03 62 13,Non-MetallicNon-ShrinkGrouting
03 62 16,MetallicNon-ShrinkGrouting
03 63 00,EpoxyGrouting
03 64 00,InjectionGrouting
03 64 23,EpoxyInjectionGrouting
03 70 00,MassConcrete
03 71 00,MassConcreteforRaftFoundations
03 72 00,MassConcreteforDams
03 80 00,ConcreteCuttingandBoring
03 81 00,ConcreteCutting
03 81 13,FlatConcreteSawing
03 81 16,TrackMountedConcreteWallSawing
03 81 19,WireConcreteWallSawing
03 81 23,HandConcreteWallSawing
03 81 26,ChainConcreteWallSawing
03 82 00,ConcreteBoring
03 82 13,ConcreteCoreDrilling
04 00 00,Masonry
03 66 17,MaintenanceofMasonry
04 39 22,MaintenanceofUnitMasonry
04 01 20,UnitMasonryStabilization
04 01 21,UnitMasonryMaintenance
04 01 21,UnitMasonryCleaning
04 01 21,UnitMasonryRestoration
04 01 21,TestingandSamplingBrickUnitsforRestoration
05 12 27,MaintenanceofStoneAssemblies
04 01 41,StoneMaintenance
04 01 41,StoneCleaning
04 01 41,StoneRestoration
05 48 79,MaintenanceofRefractoryMasonry
05 85 32,MaintenanceofCorrosion-ResistantMasonry
06 21 84,MaintenanceofManufacturedMasonry
03 66 19,ConservationTreatmentforPeriodMasonry
03 69 84,MaintenanceforPeriodMasonry
04 03 01,PeriodMasonryCleaning
03 84 45,CommonWorkResultsforPeriodMasonry
04 03 05,PeriodMasonryMortaring
04 03 05,PeriodMasonryGrouting
04 03 05,PeriodMasonryAnchorageandReinforcing
04 42 89,ConservationTreatmentforPeriodClayUnitMasonry
04 03 21,ClayBrickConservationTreatment
04 03 21,TerraCottaConservationTreatment
04 03 21,FianceBlockConservationTreatment
04 46 54,ConservationTreatmentforPeriodConcreteUnitMasonry
04 53 85,ConservationTreatmentforPeriodAdobeUnitMasonry
05 23 24,ConservationTreatmentforPeriodStoneMasonry
03 66 21,CommonWorkResultsforMasonry
03 84 47,SelectiveDemolitionforMasonry
04 13 69,MasonryMortaring
04 05 13,Chemical-ResistantMasonryMortaring
04 05 13,EpoxyMasonryMortaring
04 05 13,SurfaceBondingMasonryMortaring
04 05 13,EngineeredMasonryMortaring
04 05 13,RefractoryMasonryMortaring
04 05 14,MasonryRestorationMortaring
04 24 65,MasonryGrouting
04 05 16,Chemical-ResistantMasonryGrouting
04 05 16,EngineeredMasonryGrouting
04 35 60,MasonryAnchorageandReinforcing
04 05 19,ContinuousJointReinforcing
04 05 19,MasonryAnchors
04 05 19,MasonryReinforcingBars
04 05 19,StoneAnchors
04 42 91,MasonryStrengthening
04 50 21,MasonryAccessories
04 05 23,MasonryControlandExpansionJoints
04 05 23,MasonryEmbeddedFlashing
04 05 23,"MasonryCavityDrainage,Weepholes,andVents"
03 66 22,SchedulesforMasonry
04 39 27,SchedulesforUnitMasonry
04 06 20,MasonryUnitSchedule
05 12 32,SchedulesforStoneAssemblies
05 48 84,SchedulesforRefractoryMasonry
05 85 37,SchedulesforCorrosion-ResistantMasonry
06 21 89,SchedulesforManufacturedMasonry
03 66 24,CommissioningofMasonry
03 66 36,UnitMasonry
03 66 37,ClayUnitMasonry
04 13 85,BrickMasonry
04 21 13,BrickVeneerMasonry
04 21 13,Surface-BondedBrickMasonry
04 24 81,CeramicGlazedClayMasonry
04 35 76,ClayTileMasonry
04 50 37,StructuralClayTileMasonry
04 61 33,GlazedStructuralClayTileMasonry
04 72 29,TerraCottaMasonry
03 66 38,ConcreteUnitMasonry
04 22 00,ConcreteUnitVeneerMasonry
04 22 00,Surface-BondedConcreteUnitMasonry
04 35 77,InsulatedConcreteUnitMasonry
04 50 38,ArchitecturalConcreteUnitMasonry
04 22 23,ExposedAggregateConcreteUnitMasonry
04 22 23,FlutedConcreteUnitMasonry
04 22 23,Molded-FaceConcreteUnitMasonry
04 22 23,PrefacedConcreteUnitMasonry
04 22 23,Sound-AbsorbingConcreteUnitMasonry
04 22 23,Split-FaceConcreteUnitMasonry
04 61 34,AutoclavedAeratedConcreteUnitMasonry
04 86 91,InterlockingConcreteUnitMasonry
03 66 39,GlassUnitMasonry
04 13 87,VerticalGlassUnitMasonry
04 24 83,GlassUnitMasonryFloors
04 35 78,GlassUnitMasonrySkylights
03 66 40,AdobeUnitMasonry
04 13 88,Site-CastAdobeUnitMasonry
04 24 84,ManufacturedAdobeUnitMasonry
03 66 41,UnitMasonryPanels
04 13 89,Metal-SupportedUnitMasonryPanels
03 66 42,Single-WytheUnitMasonry
04 13 90,MasonryVeneer
03 66 43,Multiple-WytheUnitMasonry
04 13 91,CompositeUnitMasonry
04 50 43,CavityWallUnitMasonry
03 66 44,ConcreteFormMasonryUnits
04 13 92,"Dry-Stacked,Concrete-FilledMasonryUnits"
04 50 44,"Mortar-Set,Concrete-FilledMasonryUnits"
03 66 45,EngineeredUnitMasonry
04 40 00,StoneAssemblies
04 41 00,Dry-PlacedStone
04 42 00,ExteriorStoneCladding
04 42 13,Masonry-SupportedStoneCladding
04 42 16,Steel-Stud-SupportedStoneCladding
04 42 19,Strongback-Frame-SupportedStoneCladding
04 42 23,Truss-SupportedStoneCladding
04 42 26,Grid-System-SupportedStoneCladding
04 42 43,StonePanelsforCurtainWalls
04 43 00,StoneMasonry
04 43 13,StoneMasonryVeneer
04 43 13,AnchoredStoneMasonryVeneer
04 43 13,AdheredStoneMasonryVeneer
04 43 16,StoneFabrications
04 50 00,RefractoryMasonry
04 51 00,FlueLinerMasonry
04 52 00,CombustionChamberMasonry
04 53 00,CastableRefractoryMasonry
04 54 00,RefractoryBrickMasonry
04 57 00,MasonryFireplaces
04 57 33,ModularMasonryFireplaces
04 60 00,Corrosion-ResistantMasonry
04 61 00,Chemical-ResistantBrickMasonry
04 62 00,VitrifiedClayLinerPlate
04 70 00,ManufacturedMasonry
04 71 00,ManufacturedBrickMasonry
04 71 13,CalciumSilicateManufacturedBrickMasonry
04 72 00,CastStoneMasonry
04 73 00,ManufacturedStoneMasonry
04 73 13,CalciumSilicateManufacturedStoneMasonry
05 00 00,Metals
03 66 47,MaintenanceofMetals
04 02 99,MaintenanceofStructuralMetalFraming
04 39 52,MaintenanceofMetalJoists
04 76 04,MaintenanceofMetalDecking
05 12 57,MaintenanceofCold-FormedMetalFraming
05 49 09,MaintenanceofMetalFabrications
06 22 14,MaintenanceofDecorativeMetal
05 01 71,HistoricTreatmentofDecorativeMetal
03 66 49,ConservationTreatmentforPeriodMetals
04 10 32,ConservationTreatmentforPeriodStructuralSteel
05 03 12,ConservationTreatmentforPeriodArchitecturallyExposedSteel
05 03 12,ConservationTreatmentforPeriodStructuralSteelforBuildings
05 52 76,ConservationTreatmentforPeriodMetalStairs
05 78 33,ConservationTreatmentforPeriodColumnCovers
06 22 16,ConservationTreatmentforPeriodDecorativeMetal
06 25 81,ConservationTreatmentforPeriodDecorativeMetalStairs
06 33 12,ConservationTreatmentforPeriodDecorativeMetalRailings
06 40 42,ConservationTreatmentforPeriodDecorativeFormedMetal
06 44 08,ConservationTreatmentforPeriodDecorativeForgedMetal
03 66 51,CommonWorkResultsforMetals
03 84 77,SelectiveDemolitionforMetals
04 13 99,Shop-AppliedCoatingsforMetal
04 35 90,Post-InstalledConcreteAnchors
04 50 51,MetalFastenings
05 60 09,SecurityMetalFastenings
03 66 52,SchedulesforMetals
04 03 04,SchedulesforStructuralMetalFraming
05 06 10,SteelColumnSchedule
05 06 10,SteelBeamSchedule
04 39 57,SchedulesforMetalJoists
05 06 20,SteelJoistSchedule
04 76 09,SchedulesforMetalDecking
05 12 62,SchedulesforCold-FormedMetalFraming
05 49 14,SchedulesforMetalFabrications
06 22 19,SchedulesforDecorativeMetal
03 66 54,CommissioningofMetals
03 66 56,StructuralMetalFraming
03 66 58,StructuralSteelFraming
04 14 06,Architecturally-ExposedStructuralSteelFraming
04 25 02,FabricatedFireproofedSteelColumns
04 35 97,BucklingRestrainedBraces
04 50 58,StructuralSteelforBuildings
04 87 11,StructuralSteelforBridges
03 66 59,StructuralStainless-SteelFraming
03 66 60,StructuralAluminumFraming
04 14 08,Architecturally-ExposedStructuralAluminumFraming
03 66 61,WireRopeAssemblies
04 14 09,AluminumWireRopeAssemblies
04 25 05,SteelWireRopeAssemblies
04 36 00,Stainless-SteelWireRopeAssemblies
03 66 62,StructuralCabling
04 14 10,CableBowTrussAssemblies
04 87 15,BridgeCabling
03 66 63,StructuralRodAssemblies
03 66 65,TensionRodandCableTrussAssemblies
04 14 13,FaçadeSupportTrussAssemblies
04 36 04,CanopySupportTrussAssemblies
03 66 66,MetalJoists
03 66 67,SteelJoistFraming
04 14 15,DeepLongspanSteelJoistFraming
04 25 11,LongspanSteelJoistFraming
04 36 06,OpenWebSteelJoistFraming
04 50 67,SteelJoistGirderFraming
03 66 71,AluminumJoistFraming
03 66 76,MetalDecking
03 66 77,SteelDecking
04 14 25,SteelFloorDecking
04 50 77,SteelRoofDecking
04 87 30,SteelFormDecking
05 33 00,AluminumDecking
05 33 13,AluminumFloorDecking
05 33 23,AluminumRoofDecking
05 34 00,AcousticalMetalDecking
05 35 00,RacewayDeckingAssemblies
05 36 00,CompositeMetalDecking
05 36 13,CompositeSteelPlateandElastomerDecking
05 40 00,Cold-FormedMetalFraming
05 41 00,StructuralMetalStudFraming
05 42 00,Cold-FormedMetalJoistFraming
05 42 13,Cold-FormedMetalFloorJoistFraming
05 42 23,Cold-FormedMetalRoofJoistFraming
05 43 00,SlottedChannelFraming
05 44 00,Cold-FormedMetalTrusses
