stage,csi_code,csi_code_description
Preconstruction,02-08-180,METAL SCREEN & STORM DOORS
Preconstruction,02-08-190,METAL DOOR RESTORATION
Preconstruction,02-08-200,WOOD & PLASTIC DOORS
Preconstruction,02-08-210,WOOD DOORS
Preconstruction,02-08-212,WOOD DOOR - DOUBLE
Preconstruction,02-08-213,WOOD DOOR - BIFOLD IN WOOD JAM
Preconstruction,02-08-214,WOOD DOOR - BIFOLD W/NO JAMB
Preconstruction,02-08-215,EXTERIOR WOOD DOORS& WINDOWS
Preconstruction,02-08-216,WOOD DOOR - SPECIAL
Preconstruction,02-08-220,PLASTIC DOORS
Preconstruction,02-08-250,PREASSEMBLED WOOD/PLASTIC DOOR
Preconstruction,02-08-260,SLIDING WOOD & PLASTIC DOORS
Preconstruction,02-08-280,WOOD & PLASTIC STORM/SCREEN DO
Preconstruction,02-08-290,WOOD & PLASTIC DOOR RESTORATIO
Preconstruction,02-08-300,SPECIALTY DOORS
Preconstruction,02-08-310,ACCESS DOORS & PANELS
Preconstruction,02-08-320,DETENTION DOORS & FRAMES
Preconstruction,02-08-330,COILING DOORS & GRILLS
Preconstruction,02-08-331,COILING COUNTER DOORS
Preconstruction,02-08-332,COILING COUNTER GRILLES
Preconstruction,02-08-333,OVERHEAD COILING DOORS
Preconstruction,02-08-334,OVERHEAD COILING GRILLES
Preconstruction,02-08-340,SPECIAL FUNCTION DOORS
Preconstruction,02-08-350,FOLDING DOORS & GRILLES
Preconstruction,02-08-360,OVERHEAD DOORS
Preconstruction,02-08-361,SECTIONAL OVERHEAD DOORS
Preconstruction,02-08-370,VERTICAL LIFT DOORS
Preconstruction,02-08-380,TRAFFIC DOORS
Preconstruction,02-08-382,STORM SHUTTERS
Preconstruction,02-08-390,PRESSURE-RESISTANT DOORS
Preconstruction,02-08-400,ENTRANCES & STOREFRONTS
Preconstruction,02-08-410,METAL-FRAMED STOREFRONTS
Preconstruction,02-08-450,ALL-GLASS ENTRANCES & STOREFRO
Preconstruction,02-08-460,AUTOMATIC ENTRANCE DOORS
Preconstruction,02-08-470,REVOLVING ENTRANCE DOORS
Preconstruction,02-08-480,BALANCED ENTRANCE DOORS
Preconstruction,02-08-490,SLIDING STOREFRONTS
Preconstruction,02-08-500,WINDOWS
Preconstruction,02-08-510,STEEL WINDOWS
Preconstruction,02-08-520,ALUMINIUM WINDOWS
Preconstruction,02-08-530,STAINLESS STEEL WINDOWS
Preconstruction,02-08-540,BRONZE WINDOWS
Preconstruction,02-08-550,WOOD WINDOWS
Preconstruction,02-08-560,PLASTIC WINDOWS
Preconstruction,02-08-570,COMPOSITE WINDOWS
Preconstruction,02-08-580,SPECIAL FUNCTION WINDOWS
Preconstruction,02-08-590,WINDOW RESTORATION & REPLACEME
Preconstruction,02-08-600,SKYLIGHTS
Preconstruction,02-08-610,ROOF WINDOWS
Preconstruction,02-08-620,UNIT SKYLIGHTS
Preconstruction,02-08-630,METAL-FRAMED SKYLIGHTS
Preconstruction,02-08-700,HARDWARE
Preconstruction,02-08-710,DOOR HARDWARE
Preconstruction,02-08-720,WEATHER STRIPPING & SEALS
Preconstruction,02-08-740,ELECTRO-MECHANICAL HARDWARE
Preconstruction,02-08-750,WINDOW HARDWARE
Preconstruction,02-08-770,DOOR & WINDOW ACCESSORIES
Preconstruction,02-08-780,SPECIAL FUNCTION HARDWARE
Preconstruction,02-08-790,HARDWARE RESTORATION
Preconstruction,02-08-800,GLAZING
Preconstruction,02-08-810,GLASS
Preconstruction,02-08-811,PLATE GLASS
Preconstruction,02-08-813,TEMPERED GLASS
Preconstruction,02-08-815,LEADED GLASS
Preconstruction,02-08-816,BEVELED GLASS
Preconstruction,02-08-830,MIRRORS
Preconstruction,02-08-840,PLASTIC GLAZING
Preconstruction,02-08-850,GLAZING ACCESSORIES
Preconstruction,02-08-890,GLAZING RESTORATION
Preconstruction,02-08-900,GLAZED CURTAIN WALL
Preconstruction,02-08-910,METAL FRAMED CURTAIN WALL
Preconstruction,02-08-950,TRANSLUCENT WALL & ROOF ASSEMB
Preconstruction,02-08-960,SLOPED GLAZING ASSEMBLIES
Preconstruction,02-08-970,STRUCTURAL GLASS CURTAIN WALLS
Preconstruction,02-08-990,GLAZED CURTAIN WALL RESTORATIO
Preconstruction,02-09-000,FINISHES
Preconstruction,02-09-100,METAL SUPPORT ASSEMBLIES
Preconstruction,02-09-110,NON-LOAD BEARING WALL FRAMING
Preconstruction,02-09-120,CEILING SUSPENSION
Preconstruction,02-09-130,ACOUSTICAL SUSPENSION
Preconstruction,02-09-180,STUCCO
Preconstruction,02-09-182,STUCCO TOUCH-UP
Preconstruction,02-09-200,PLASTER & GYPSUM BOARD
Preconstruction,02-09-205,FURRING & LATHING
Preconstruction,02-09-210,GYPSUM PLASTER
Preconstruction,02-09-220,PORTLAND CEMENT PLASTER
Preconstruction,02-09-230,PLASTER FABRICATIONS
Preconstruction,02-09-250,GYPSUM BOARD
Preconstruction,02-09-252,GYPSUM HARDCOAT
Preconstruction,02-09-255,DRYWALL & METAL FRAMING
Preconstruction,02-09-260,GYPSUM BOARD ASSEMBLIES
Preconstruction,02-09-265,DRYWALL TREY CEILINGS
Preconstruction,02-09-300,TILE
Preconstruction,02-09-310,CERAMIC TILE
Preconstruction,02-09-330,QUARRY TILE
Preconstruction,02-09-340,PAVER TILE
Preconstruction,02-09-345,MARBLE SILLS
Preconstruction,02-09-350,GLASS MOSAICS
Preconstruction,02-09-360,PLASTIC TILE
Preconstruction,02-09-370,METAL TILE
Preconstruction,02-09-380,CUT NATURAL STONE
Preconstruction,02-09-390,TILE RESTORATION
Preconstruction,02-09-400,TERRAZZO
Preconstruction,02-09-410,PORTLAND CEMENT TERRAZZO
Preconstruction,02-09-490,TERRAZZO RESTORATION
Preconstruction,02-09-500,CEILINGS
Preconstruction,02-09-510,ACOUSTICAL CEILING
Preconstruction,02-09-511,ACOUSTICAL CLG W/INSULATION
Preconstruction,02-09-512,LUMINOUS CEILING
Preconstruction,02-09-514,DRYWALL CEILINGS-SUSPENDED
Preconstruction,02-09-545,SPECIALTY CEILINGS
Preconstruction,02-09-550,MIRROR PANEL CEILINGS
Preconstruction,02-09-560,TEXTURED CEILINGS
Preconstruction,02-09-570,LINEAR WOOD CEILINGS
Preconstruction,02-09-580,SUSPENDED DECORATIVE GRIDS
Preconstruction,02-09-590,CEILING ASSEMBLY RESTORATION
Preconstruction,02-09-600,FLOORING
Preconstruction,02-09-605,FLOORING
Preconstruction,02-09-610,FLOOR TREATMENT
Preconstruction,02-09-612,WOOD UNDERLAYMENT
Preconstruction,02-09-620,SPECIALTY FLOORING
Preconstruction,02-09-630,MASONRY FLOORING
Preconstruction,02-09-640,WOOD FLOORING
Preconstruction,02-09-644,WOOD ATHLETIC FLOORING
Preconstruction,02-09-650,RESILIENT SHEET FLOORING
Preconstruction,02-09-652,VCT FLOORING
Preconstruction,02-09-660,STATIC CONTROL FLOORING
Preconstruction,02-09-665,RESILIENT SHEET FLOORING
Preconstruction,02-09-670,FLUID-APPLIED FLOORING
Preconstruction,02-09-680,CARPET
Preconstruction,02-09-682,CARPET
Preconstruction,02-09-690,FLOORING RESTORATION
Preconstruction,02-09-700,WALL FINISHES
Preconstruction,02-09-710,ACOUSTICAL WALL FINISHES
Preconstruction,02-09-720,WALL COVERING
Preconstruction,02-09-722,FRP WALL PANELS
Preconstruction,02-09-730,WALL CARPET
Preconstruction,02-09-740,FLEXIBLE WOOD SHEETS
Preconstruction,02-09-770,SPECIAL WALL SURFACES
Preconstruction,02-09-800,ACOUSTICAL TREATMENT
Preconstruction,02-09-810,ACOUSTICAL SPACE UNITS
Preconstruction,02-09-820,ACOUSTICAL INSULATION & SEALAN
Preconstruction,02-09-830,ACOUSTICAL BARRIERS
Preconstruction,02-09-840,ACOUSTICAL WALL TREATMENT
Preconstruction,02-09-900,PAINTS & COATINGS
Preconstruction,02-09-910,PAINTING
Preconstruction,02-09-930,STAINS & TRANSPARENT FINISHES
Preconstruction,02-09-940,DECORATIVE FINISHES
Preconstruction,02-09-950,WALL COVERINGS
Preconstruction,02-09-960,HIGH-PERFORMANCE COATINGS
Preconstruction,02-09-970,COATINGS FOR STEEL
Preconstruction,02-09-980,COATINGS FOR CONCRETE & MASONR
Preconstruction,02-09-990,PAINT RESTORATION
Preconstruction,02-10-000,SPECIALTIES
Preconstruction,02-10-100,VISUAL DISPLAY BOARDS
Preconstruction,02-10-110,CHALKBOARDS
Preconstruction,02-10-115,MARKER BOARDS
Preconstruction,02-10-120,TACKBOARDS & VISUAL AID BOARDS
Preconstruction,02-10-130,OPERABLE BOARD UNITS
Preconstruction,02-10-145,VISUAL AIDE BOARD UNITS
Preconstruction,02-10-150,COMPARTMENTS & CUBICLES
Preconstruction,02-10-160,METAL TOILET COMPARTMENTS
Preconstruction,02-10-165,PLASTIC LAMINATE TOILET COMPAR
Preconstruction,02-10-170,PLASTIC TOILET COMPARTMENTS
Preconstruction,02-10-175,PARTICLEBOARD TOILET COMPARTME
Preconstruction,02-10-180,STONE TOILET COMPARTMENTS
Preconstruction,02-10-185,SHOWER & DRESSING COMPARTMENTS
Preconstruction,02-10-190,CUBICLES
Preconstruction,02-10-200,SPECIALTIES
Preconstruction,02-10-205,SPECIALTIES
Preconstruction,02-10-210,WALL LOUVERS
Preconstruction,02-10-220,LOUVERED EQUIPMENT ENCLOSURES
Preconstruction,02-10-225,DOOR LOUVERS
Preconstruction,02-10-230,VENTS
Preconstruction,02-10-240,GRILLES & SCREENS
Preconstruction,02-10-250,SERVICE WALLS
Preconstruction,02-10-260,WALL & CORNER GUARDS
Preconstruction,02-10-270,ACCESS FLOORING
Preconstruction,02-10-290,PEST CONTROL
Preconstruction,02-10-300,MISCELLANEOUS SPECIALTIES
Preconstruction,02-10-305,MANUFACTURED FIREPLACES
Preconstruction,02-10-310,FIREPLACE SPECIALTIES & ACCESS
Preconstruction,02-10-312,FIRE EXTINGUISHERS
Preconstruction,02-10-320,MISC SPECIALTIES
Preconstruction,02-10-325,WELDING SPECIALTIES
Preconstruction,02-10-340,MANUFACTURED EXTERIOR SPECIALT
Preconstruction,02-10-350,FLAGPOLES
Preconstruction,02-10-400,IDENTIFYING DEVICES
Preconstruction,02-10-410,DIRECTORIES
Preconstruction,02-10-420,PLAQUES
Preconstruction,02-10-430,EXTERIOR SIGNAGE
Preconstruction,02-10-440,INTERIOR SIGNAGE
Preconstruction,02-10-450,PEDESTRIAN CONTROL DEVICES
Preconstruction,02-10-455,BENCHES
Preconstruction,02-10-500,LOCKERS
Preconstruction,02-10-510,LOCKERS
Preconstruction,02-10-520,FIRE PROTECTION SPECIALTIES
Preconstruction,02-10-524,FIRE EXTINGUISHERS & CABINETS
Preconstruction,02-10-530,PROTECTIVE COVERS
Preconstruction,02-10-531,AWNINGS
Preconstruction,02-10-534,WALKWAY COVERINGS
Preconstruction,02-10-540,CANVAS AWNINGS
Preconstruction,02-10-550,POSTAL SPECIALTIES
Preconstruction,02-10-552,MAIL BOX
Preconstruction,02-10-600,PARTITIONS
Preconstruction,02-10-605,WIRE MESH PARTITIONS
Preconstruction,02-10-610,FOLDING GATES
Preconstruction,02-10-615,DEMOUNTABLE PARTITIONS
Preconstruction,02-10-623,ACCORDIAN FOLDING PARTITIONS
Preconstruction,02-10-630,PORTABLE PARTITIONS SCREENS &
Preconstruction,02-10-650,OPERABLE PARTITIONS
Preconstruction,02-10-660,SUNSCREEN
Preconstruction,02-10-665,SCREEN ENCLOSURES
Preconstruction,02-10-670,STORAGE SHELVING
Preconstruction,02-10-700,EXTERIOR PROTECTION
Preconstruction,02-10-705,EXTERIOR SUN CONTROL DEVICES
Preconstruction,02-10-710,EXTERIOR SHUTTERS
Preconstruction,02-10-715,STORM PANELS
Preconstruction,02-10-720,EXTERIOR LOUVERS
Preconstruction,02-10-750,TELEPHONE SPECIALTIES
Preconstruction,02-10-800,"TOILET, BATH & LAUNDRY ACCESSO"
Preconstruction,02-10-810,TOILET ACCESSORIES
Preconstruction,02-10-820,BATH ACCESSORIES
Preconstruction,02-10-830,LAUNDRY ACCESSORIES
Preconstruction,02-10-850,SHOWER DOORS
Preconstruction,02-10-880,SCALE
Preconstruction,02-10-900,WARDROBE & CLOSET SPECIALTIES
Preconstruction,02-11-000,EQUIPMENT
Preconstruction,02-11-010,MAINTENANCE EQUIPMENT
Preconstruction,02-11-012,WINDOW WASH SYSTEM
Preconstruction,02-11-020,SECURITY & VAULT EQUIPMENT
Preconstruction,02-11-030,TELLER & SERVICE EQUIPMENT
Preconstruction,02-11-040,ECCLESIASTICAL EQUIPMENT
Preconstruction,02-11-050,LIBRARY EQUIPMENT
Preconstruction,02-11-051,VACUUM CLEANING SYSTEM
Preconstruction,02-11-060,THEATER & STAGE EQUIPMENT
Preconstruction,02-11-070,INSTRUMENTAL EQUIPMENT
Preconstruction,02-11-080,REGISTRATION EQUIPMENT
Preconstruction,02-11-090,CHECKROOM EQUIPMENT
Preconstruction,02-11-100,MERCANTILE EQUIPMENT
Preconstruction,02-11-110,COMMERCIAL LAUNDRY & DRY CLEAN
Preconstruction,02-11-120,VENDING EQUIPMENT
Preconstruction,02-11-130,AUDIO-VISUAL EQUIPMENT
Preconstruction,02-11-140,VEHICLE SERVICE EQUIPMENT
Preconstruction,02-11-150,PARKING CONTROL EQUIPMENT
Preconstruction,02-11-160,LOADING DOCK EQUIPMENT
Preconstruction,02-11-170,SOLID WASTE HANDLING EQUIPMENT
Preconstruction,02-11-190,DETENTION EQUIPMENT
Preconstruction,02-11-200,WATER SUPPLY & TREATMENT EQUIP
Preconstruction,02-11-250,WATER SOFTENING EQUIPMENT
Preconstruction,02-11-280,HYDRAULIC GATES & VALVES
Preconstruction,02-11-300,FLUID WASTE TREATMENT & DISPOS
Preconstruction,02-11-400,FOOD SERVICE EQUIPEMENT
Preconstruction,02-11-405,FOOD STORAGE EQUIPMENT
Preconstruction,02-11-410,FOOD PREPARATION EQUIPMENT
Preconstruction,02-11-415,FOOD DELIVERY CARTS & CONVEYOR
Preconstruction,02-11-420,FOOD COOKING EQUIPMENT
Preconstruction,02-11-425,HOOD & VENTILATION EQUIPMENT
Preconstruction,02-11-430,FOOD DISPENSING EQUIPMENT
Preconstruction,02-11-435,ICE MACHINES
Preconstruction,02-11-440,CLEANING & DISPOSAL EQUIPMENT
Preconstruction,02-11-450,APPLIANCES
Preconstruction,02-11-460,UNIT KITCHENS
Preconstruction,02-11-470,DARKROOM EQUIPMENT
Preconstruction,02-11-480,ATHLETIC RECREATIONAL & THERAP
Preconstruction,02-11-482,ATHLETIC EQUIPMENT
Preconstruction,02-11-485,EQUESTRIAN EQUIPMENT
Preconstruction,02-11-490,EDUCATIONAL EQUIPMENT
Preconstruction,02-11-500,INDUSTRIAL & PROCESS EQUIPMENT
Preconstruction,02-11-600,LABORATORY EQUIPMENT
Preconstruction,02-11-680,OFFICE EQUIPMENT
Preconstruction,02-11-700,MEDICAL EQUIPMENT
Preconstruction,02-12-000,FURNISHINGS
Preconstruction,02-12-300,MANUFACTURED CASEWORK
Preconstruction,02-12-310,MANUFACTURED METAL CASEWORK
Preconstruction,02-12-320,MANUFACTURED WOOD CASEWORK
Preconstruction,02-12-350,SPECIALTY CASEWORK
Preconstruction,02-12-400,FURNISHINGS & ACCESSORIES
Preconstruction,02-12-410,OFFICE ACCESSORIES
Preconstruction,02-12-420,TABLE ACCESSORIES
Preconstruction,02-12-490,WINDOW TREATMENT
Preconstruction,02-12-500,FURNITURE
Preconstruction,02-12-505,PLATFORM CURTAINS
Preconstruction,02-12-510,OFFICE FURNITURE
Preconstruction,02-12-520,SEATING
Preconstruction,02-12-540,HOSPITALITY FURNITURE
Preconstruction,02-12-550,FABRIC
Preconstruction,02-12-560,INSTITUTIONAL FURNITURE
Preconstruction,02-12-580,RESIDENTIAL FURNITURE
Preconstruction,02-12-600,MULTIPLE SEATING
Preconstruction,02-12-610,FIXED AUDIENCE SEATING
Preconstruction,02-12-620,PORTABLE AUDIENCE SEATING
Preconstruction,02-12-640,BOOTHS & TABLES
Preconstruction,02-12-660,TELESCOPING STANDS
Preconstruction,02-12-670,PEWS & BENCHES
Preconstruction,02-12-680,SEAT & TABLE ASSEMBLIES
Preconstruction,02-12-700,SYSTEMS FURNITURE
Preconstruction,02-12-800,INTERIOR PLANTS & PLANTERS
Preconstruction,02-12-810,INTERIOR LIVE PLANTS
Preconstruction,02-12-820,INTERIOR ARTIFICIAL PLANTS
Preconstruction,02-12-830,INTERIOR PLANTERS
Preconstruction,02-12-900,FURNISHINGS RESTORATION & REPA
Preconstruction,02-13-000,SPECIAL CONSTRUCTION
Preconstruction,02-13-030,SPECIAL PURPOSE ROOMS
Preconstruction,02-13-100,LIGHTNING PROTECTION
Preconstruction,02-13-110,LIGHTNING PROTECTION
Preconstruction,02-13-120,PRE-ENGINEERED STRUCTURES
Preconstruction,02-13-125,EQUESTRIAN STALLS
Preconstruction,02-13-150,SWIMMING POOLS
Preconstruction,02-13-152,SWIMMING POOL EQUIPMENT
Preconstruction,02-13-160,WET WALL
Preconstruction,02-13-170,TUBS & POOLS
Preconstruction,02-13-175,ICE RINKS
Preconstruction,02-13-185,KENNELS & ANIMAL SHELTERS
Preconstruction,02-13-200,STORAGE TANKS
Preconstruction,02-13-700,SECURITY SYSTEMS
Preconstruction,02-13-710,SECURITY SYSTEMS
Preconstruction,02-13-900,FIRE SUPPRESSION
Preconstruction,02-13-935,DRY-PIPE FIRE SUPRESSION SPRKL
Preconstruction,02-14-000,CONVEYING SYSTEMS
Preconstruction,02-14-100,DUMBWAITERS
Preconstruction,02-14-110,DUMBWAITERS
Preconstruction,02-14-200,ELEVATORS
Preconstruction,02-14-205,ELEVATOR CAB FINISHES
Preconstruction,02-14-210,ELEVATORS
Preconstruction,02-14-215,ELEVATOR REPAIRS
Preconstruction,02-14-300,ESCALATORS & MOVING WALKS
Preconstruction,02-14-400,LIFTS
Preconstruction,02-14-410,BOAT LIFT
Preconstruction,02-14-420,WHEELCHAIR LIFTS
Preconstruction,02-14-430,LOADING PLATFORM
Preconstruction,02-14-700,PNEUMATIC TUBE SYSTEM
Preconstruction,02-14-710,PNEUMATIC TUBE SYSTEM
Preconstruction,02-15-000,MECHANICAL
Preconstruction,02-15-010,MISCELLANEOUS PLUMBING
Preconstruction,02-15-100,BUILDING SERVICES PIPING
Preconstruction,02-15-102,PLUMBING
Preconstruction,02-15-200,PROCESS PIPING
Preconstruction,02-15-210,PROCESS AIR & GAS PIPING
Preconstruction,02-15-230,INDUSTRIAL PROCESS PIPING
Preconstruction,02-15-300,FIRE PROTECTION PIPING
Preconstruction,02-15-301,FIRE PROTECTION DEMO
Preconstruction,02-15-302,TEMPORARY FIRE PROTECTION
Preconstruction,02-15-310,FIRE SPRINKLERS
Preconstruction,02-15-400,PLUMBING FIXTURES & EQUIPMENT
Preconstruction,02-15-401,PLUMBING DEMO
Preconstruction,02-15-402,TEMPORARY PLUMBING
Preconstruction,02-15-410,PLUMBING
Preconstruction,02-15-415,RWL PIPING
Preconstruction,02-15-450,PLUMBING FIXTURES
Preconstruction,02-15-451,DIESEL FUEL PIPING
Preconstruction,02-15-452,HOT WATER TANKS
Preconstruction,02-15-500,HEAT-GENERATION EQUIPMENT
Preconstruction,02-15-510,HEATING BOILERS & ACCESSORIES
Preconstruction,02-15-560,EXHAUST SYSTEM
Preconstruction,02-15-600,REFRIGERATION EQUIPMENT
Preconstruction,02-15-610,REFRIGERATION COMPRESSORS
Preconstruction,02-15-640,HVAC CURBS
Preconstruction,02-15-652,SPECIAL REFRIGERATION
Preconstruction,02-15-700,HVAC
Preconstruction,02-15-701,HVAC DEMO
Preconstruction,02-15-702,TEMPORARY HVAC
Preconstruction,02-15-710,HVAC
Preconstruction,02-15-800,AIR DISTRIBUTION
Preconstruction,02-15-810,DUCTS
Preconstruction,02-15-820,FANS
Preconstruction,02-15-900,HVAC INSTRUMENTAL & CONTROLS
Preconstruction,02-15-905,HVAC INSTRUMENTATION
Preconstruction,02-15-920,CONTROL PANEL
Preconstruction,02-15-950,"TESTING, ADJUSTING & BALANCING"
Preconstruction,02-16-000,ELECTRICAL
Preconstruction,02-16-100,WIRING METHODS
Preconstruction,02-16-101,ELECTRICAL DEMO
Preconstruction,02-16-102,TEMPORARY ELECTRIC
Preconstruction,02-16-103,COORDINATION STUDY
Preconstruction,02-16-110,ELECTRICAL
Preconstruction,02-16-111,NEON LIGHT
Preconstruction,02-16-112,EXTERIOR ELECTRIC
Preconstruction,02-16-200,ELECTRICAL POWER
Preconstruction,02-16-230,GENERATOR ASSEMBLIES
Preconstruction,02-16-240,BATTERY EQUIPMENT
Preconstruction,02-16-260,PV SYSTEMS
Preconstruction,02-16-265,PV SYSTEMS CONDUIT
Preconstruction,02-16-270,TRANSFORMERS
Preconstruction,02-16-300,TRANSMISSION & DISTRIBUTION
Preconstruction,02-16-310,TRANSMISSION & DISTRIBUTION
Preconstruction,02-16-400,LOW VOLTAGE DISTRIBUTION
Preconstruction,02-16-500,LIGHTING
Preconstruction,02-16-510,INTERIOR LIGHTING FIXTURES
Preconstruction,02-16-515,LIGHTING
Preconstruction,02-16-520,EXTERIOR LIGHTING
Preconstruction,02-16-530,EMERGENCY LIGHTING
Preconstruction,02-16-570,LIGHTING CONTROL SYSTEM
Preconstruction,02-16-700,COMMUNICATIONS
Preconstruction,02-16-710,MUSIC INTERCOM SYSTEM
Preconstruction,02-16-721,FIRE ALARM
Preconstruction,02-16-722,SECURITY SYSTEM
Preconstruction,02-16-740,COMMUNICATION & DATA PROCESSIN
Preconstruction,02-16-752,TELEPHONE SYSTEM
Preconstruction,02-16-800,SOUND & VIDEO
Preconstruction,02-16-810,SOUND & VIDEO CIRCUITS
Preconstruction,02-16-850,TELEVISION EQUIPMENT
Preconstruction,02-16-880,MULTIMEDIA EQUIPMENT
Preconstruction,02-17-000,LABOR BURDEN
Preconstruction,02-17-100,LABOR BURDEN
Preconstruction,02-17-110,LABOR BURDEN
Preconstruction,02-18-000,ALLOWANCES
Preconstruction,02-18-100,ALLOWANCES
Preconstruction,02-18-105,GENERAL LIABILITY INSURANCE
Preconstruction,02-18-108,CONSTRUCTION MGMT FEE
Preconstruction,02-18-110,CONTRACTOR'S FEE
Preconstruction,02-18-115,OVERHEAD & PROFIT
Preconstruction,02-18-120,GENERAL LIABILITY INSURANCE
Preconstruction,02-18-121,CM MANAGEMENT FEE
Preconstruction,02-18-125,TEAMING PARTNER STAFFING
Preconstruction,02-18-130,GENERAL CONDITIONS
Preconstruction,02-18-140,OWNER'S CONTINGENCY
Preconstruction,02-18-141,CONTRACTOR'S CONTINGENCY
Preconstruction,02-18-142,CONSTRUCTION DWGS CONTINGENCY
Preconstruction,02-18-143,CONSTRUCTION CONTINGENCY
Preconstruction,02-18-145,OWNER'S ALLOWANCE
Preconstruction,02-18-150,SALES TAX RECOVERY
Preconstruction,02-18-160,GENERAL LIABILITY INSURANCE
Preconstruction,02-18-170,PAYMENT & PERFORMANCE BOND
Preconstruction,02-18-190,BUILDER'S RISK
Preconstruction,02-19-000,ADDITIONS TO THE CONTRACT
Estimating,03-00-000,ESTIMATING
Estimating,03-01-000,GENERAL CONDITIONS
Estimating,03-01-022,CONTINGENCY
Estimating,03-01-025,PLAN COPY EXPENSE
Estimating,03-01-100,PERMIT-BOND INSURANCE
Estimating,03-01-105,PERMITS
Estimating,03-01-110,BUILDING PERMIT
Estimating,03-01-115,PERMIT REVISIONS
Estimating,03-01-200,PRICE & PAYMENT PROCEDURES
Estimating,03-01-300,ADMINISTRATIVE REQUIREMENTS
Estimating,03-01-301,CLERICAL
Estimating,03-01-302,VDC DIRECTOR
Estimating,03-01-304,INTERN
Estimating,03-01-305,SR PROJECT MANAGER
Estimating,03-01-308,ASSISTANT PROJECT MANAGER
Estimating,03-01-309,EXECUTIVE ASSISTANT
Estimating,03-01-310,ACCOUNTING
Estimating,03-01-311,EXECUTIVE MANAGEMENT
Estimating,03-01-312,LEED AP
Estimating,03-01-314,SUPERVISION
Estimating,03-01-315,FOREMAN
Estimating,03-01-316,PROJECT ADMINISTRATOR
Estimating,03-01-317,PROJECT COORDINATOR
Estimating,03-01-318,PROJECT MANAGER
Estimating,03-01-319,VEHICLE EXPENSE
Estimating,03-01-340,SCHEDULING
